n_policy,PPO_Ant_seed1,PPO_Ant_seed2,PPO_Ant_seed3,PPO_Ant_seed4,PPO_Humanoid_seed1,PPO_Humanoid_seed2,PPO_Humanoid_seed3,PPO_Humanoid_seed4,PPO_HumanoidStandup_seed1
133,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.495408,0.2736719999999999,-0.0
134,-0.0,0.11148,-0.0,-0.0,-0.0,0.0527999999999999,0.0341679999999999,-0.0,-0.0
135,-0.0,-0.0,0.1696079999999999,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
136,0.076824,-0.0,0.0154319999999998,-0.0,0.03668,0.0203439999999999,0.0252799999999999,0.032888,0.0451919999999999
137,-0.0,0.0004239999999999,-0.0,-0.0,0.04668,-0.0,-0.0,0.339288,-0.0
138,-0.0,-0.0,-0.0,-0.0,-0.0,0.034648,0.0651839999999999,-0.0,0.015176
139,0.0043599999999999,-0.0,0.0570399999999999,0.2586079999999999,0.0687599999999999,0.0652559999999999,-0.0,0.0847199999999999,0.004096
140,0.1465119999999999,-0.0,-0.0,-0.0,-0.0,-0.0,0.095752,0.491568,-0.0
141,-0.0,-0.0,-0.0,0.2376719999999998,-0.0,0.0374799999999999,-0.0,-0.0,0.0321119999999999
142,-0.0,-0.0,-0.0,-0.0,0.034952,-0.0,-0.0,0.3362,-0.0
143,-0.0,-0.0,-0.0,-0.0,0.0308559999999999,-0.0,0.111256,-0.0,-0.0
144,-0.0,-0.0,-0.0,-0.0,-0.0,0.0699119999999999,-0.0,-0.0,0.0286239999999999
145,0.0228639999999999,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0066479999999999,-0.0
146,-0.0,0.104184,0.039104,-0.0,0.1007279999999999,0.0194559999999999,-0.0,0.509288,-0.0
147,-0.0,-0.0,-0.0,0.023184,-0.0,0.02048,0.2208319999999999,-0.0,-0.0
148,0.0838000000000001,-0.0,-0.0,0.085784,0.004984,0.103704,-0.0,-0.0,-0.0
